Date;AppID;AppName;Country;Version;Author;Rating;Title;Review;Translated title;Translated review;Reply Date;Developer Reply;User;Tags;Categories;Notes;Likes;Dislikes;Link;Permalink;AF Link
7/06/20 3:17;746894884;Google Play Películas;jp;2.17.0034;_______;1;Google____________;"________________
______________
_____________";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6045102581;https://appfollow.io/app/4037/review/220825221;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220825221
6/06/20 20:55;746894884;Google Play Películas;br;2.17.0034;Duxlux;1;Péssimo;A qualidade do filme é horrível, mesmo alugando em HD, trava toda hora, simplesmente péssimo, não comprem.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6044070189;https://appfollow.io/app/4037/review/220802529;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220802529
6/06/20 17:01;746894884;Google Play Películas;ua;2.17.0034;___________;1;____;______ _ __ ____ _____________ _________ _____, _____ ___ ____ ___ _______, ___ __ ____;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6043441425;https://appfollow.io/app/4037/review/220797878;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220797878
6/06/20 16:05;746894884;Google Play Películas;br;2.17.0034;nana160280;1;Horrível;Aluguei um filme e em 2 horas foi considerado expirado o período de aluguel! Dei uma pausa para almoçar e quando voltei para assistir não consegui! Não aluguem nessa plataforma!!!!;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6043269373;https://appfollow.io/app/4037/review/220790627;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220790627
6/06/20 11:32;746894884;Google Play Películas;au;2.17.0034;Lisahawk;1;Terrible;If I could rate no stars I would. Do not recommend if you want to actually watch anything using Apple airplay. Either you get picture but no audio or (after many failed attempts) you actually get a video to play and it randomly it decides to play the movie from the beginning, but just the picture, the audio however keeps playing from the current time stamp. So you get to try again several times on iPhone and iPad to get the video to play, give up, try the lighting-HDMI adaptor to bypass air play issues but can’t do that either due to the video being protected. I’m so glad I paid for content I can’t watch due to the issues this app has.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6042319000;https://appfollow.io/app/4037/review/220773743;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220773743
6/06/20 10:47;746894884;Google Play Películas;ae;2.17.0034;Smartyasser1;1;Stupid app;This app doesn’t play movies it plays trailers and it should be called GOOGLE TRAILERS!______________;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6042186847;https://appfollow.io/app/4037/review/220771418;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220771418
6/06/20 6:41;746894884;Google Play Películas;ca;2.17.0034;THIS IS AWSOME 101010101;5;OMG IT IS A MUST;I don’t know why A lot of ppl complain but this is a great app for renting and watching movies. Also they make the price lower! I highly recommend. Nothing is glitching either so I don’t know why ppl r saying that. If the ppl who r saying that, it may be your internet on your end.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6041498707;https://appfollow.io/app/4037/review/220711304;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220711304
6/06/20 2:21;746894884;Google Play Películas;br;2.17.0034;Partiu revisar;1;Lixo.;Sem suporte  no aplicativo e também não liberar na ora o filme.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6040770943;https://appfollow.io/app/4037/review/220732935;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220732935
5/06/20 23:19;746894884;Google Play Películas;au;2.17.0034;Marchitty;1;Bugs!;Keeps jumping back to start of movie. Can’t watch any of the movies in my list. Very frustrating!;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6040224316;https://appfollow.io/app/4037/review/220732936;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220732936
5/06/20 22:04;746894884;Google Play Películas;se;2.17.0034;låtskrivaren;1;Riktigt dålig app;"Går inte att spela upp hyrda filmer, blir avbrott hela tiden och ibland slutar den spela upp filmen helt och hållet.
Använd någon av konkurenterna istället";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6040034666;https://appfollow.io/app/4037/review/220725726;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220725726
5/06/20 22:01;746894884;Google Play Películas;br;2.17.0034;rafaelmesquittta;1;Não funciona!;Não aparece nenhum título pra ser baixado ou assistir online.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6040028190;https://appfollow.io/app/4037/review/220721869;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220721869
5/06/20 22:00;746894884;Google Play Películas;se;2.17.0034;Appforskare;1;Värsta jag varit med om;Aldrig varit med om krångligare, sämre, fulare, pissdålig app. För guds skull ladda inte ner, den kommer hemsöka dig;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6040025697;https://appfollow.io/app/4037/review/220725725;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220725725
5/06/20 18:16;746894884;Google Play Películas;nl;2.17.0034;12!nino;1;Google play;Heb deze geopend op iphone werkt totaal niet. Waardeloze ondersteuning;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6039408153;https://appfollow.io/app/4037/review/220716828;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220716828
5/06/20 17:09;746894884;Google Play Películas;us;2.17.0034;2emo4u;1;App now almost unusable;Intersperses footage - lost places;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6039198779;https://appfollow.io/app/4037/review/220711365;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220711365
5/06/20 13:13;746894884;Google Play Películas;jp;2.17.0034;Gdtgvgdtgmm;1;____;______________________________________________;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6038337565;https://appfollow.io/app/4037/review/220682537;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220682537
5/06/20 5:23;746894884;Google Play Películas;us;2.17.0034;Arborp;3;No chromecast button;It doesn’t have The Chromecast cast button;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6036989026;https://appfollow.io/app/4037/review/220652079;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220652079
4/06/20 22:44;746894884;Google Play Películas;jp;2.17.0034;tmjjektd;1;_________;"_____________________________________________________________________
___________________10_____________________
__________________
____iPhone11Pro___";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6035895812;https://appfollow.io/app/4037/review/220618268;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220618268
4/06/20 19:55;746894884;Google Play Películas;ch;2.17.0034;#¡VALOR!;1;Super schlecht;Verwende einen anderen Anbieter !;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6035467221;https://appfollow.io/app/4037/review/220622689;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220622689
4/06/20 19:26;746894884;Google Play Películas;za;2.17.0034;2Landrover;1;Poor service;Paid my money but can’t get to watch the movie I paid for. Useless and ridiculous!;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6035386586;https://appfollow.io/app/4037/review/220622688;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220622688
4/06/20 15:57;746894884;Google Play Películas;ch;2.17.0034;Berofitz;2;Hilfe!;"Ziemlich mies.

Passt nicht zu Googles hohem Anspruch.";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6034760161;https://appfollow.io/app/4037/review/220611667;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220611667
4/06/20 12:52;746894884;Google Play Películas;us;2.17.0034;Ireallyneedanickname;1;Terrible;Every time I try to watch a movie it skips to either the beginning or the end and shows that scene but with the current audio;;;26/06/20 19:18;Oh no! Thank you for taking the time to reach out. Could you please let us know if you're still encountering this issue? We've pushed an update, which should address this. If you are still encountering this problem, please get in touch with our specialists here: https://g.co/help/vxlws;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6034081019;https://appfollow.io/app/4037/review/220568914;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220568914
4/06/20 11:14;746894884;Google Play Películas;kr;2.17.0034;______;4;____;___ _____ ___ ____…____ __…;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6033740569;https://appfollow.io/app/4037/review/220544598;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220544598
4/06/20 8:38;746894884;Google Play Películas;us;2.17.0034;Janice0124;1;Charge of 20.00 to my account tg;"Charge of 20.00 charged to my account to download and this is not listed for me to see.
Please  reverse this charge. It’s very deceiving";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6033283737;https://appfollow.io/app/4037/review/220544597;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220544597
4/06/20 4:39;746894884;Google Play Películas;cl;2.17.0034;tu beba por siempre;1;LA WEA FOME;LA WEA MA FOME DEL MUNDO____;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6032689534;https://appfollow.io/app/4037/review/220522009;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220522009
3/06/20 22:39;746894884;Google Play Películas;br;2.17.0034;RaphaelaCCastro;1;Péssima experiência;Baixei o app e para cadastrar o cartão de crédito, tive que ir pelo link payments.google e nao pelo próprio app.  Na sequência, o cartao consta cadastrado no Google payments mas nao no app. Não tem atendimento e apoio nenhum para esses atritos. Acabei assistindo o filme no site pelo computador e nao consegui ver pela TV, pq alem de tudo ao sincronizar o app na smart tv, ele nao puxa seus dados e filmes alugados pelo email.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6031702042;https://appfollow.io/app/4037/review/220287658;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220287658
3/06/20 21:57;746894884;Google Play Películas;nl;2.17.0034;ageeta1123567897;1;Google Play;"Net film gehuurd voor 2,99 euro. App geïnstalleerd en film zou 48 uur beschikbaar zijn. Wilde niet afspelen op appe tv en na ca 5 minuten kreeg ik bericht dat de huurperiode verlopen was. 

Kortom: dit is oplichterij. Niet intrappen";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6031599140;https://appfollow.io/app/4037/review/220291500;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220291500
3/06/20 19:30;746894884;Google Play Películas;br;2.17.0034;Ale2020 T;1;Reclamação;O site é Muito ruim e confuso. Não funcionada. Comprei o filme, debitou super rápido e não consigo assistir.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6031212097;https://appfollow.io/app/4037/review/220287657;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220287657
3/06/20 16:02;746894884;Google Play Películas;es;2.17.0034;Elanonimomasguapo;1;No vale la pena;Te hace comprar las películas y esta aplicación es para verlas una vez comparadas, no vale la pena descargarla.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6030579469;https://appfollow.io/app/4037/review/220271823;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220271823
2/06/20 22:37;746894884;Google Play Películas;au;2.17.0034;DLH0201;1;DLH0201;Not sure what happen to your app, but I can’t access anything on my phone through your app only on my TV, quiet annoying...;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6027512726;https://appfollow.io/app/4037/review/220164100;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220164100
2/06/20 5:57;746894884;Google Play Películas;kr;2.17.0034;poungdoung2;1;___ ___ ___ ___ __;__ ______ _____ ___ ___ ___ ____ ___;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6024548443;https://appfollow.io/app/4037/review/220083796;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220083796
2/06/20 3:06;746894884;Google Play Películas;us;2.17.0034;Mandykaye05;1;Heeeeeeeecccccccc nooooooooo;No star it crass an it terrible;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6024122065;https://appfollow.io/app/4037/review/220043483;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220043483
1/06/20 19:04;746894884;Google Play Películas;au;2.17.0034;Flabwa;1;Terrible app not worth paying for anything if it’s going to not work functionally so annoying;Always playing with mismatched audio and picture towards end of film;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6022905699;https://appfollow.io/app/4037/review/220023740;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=220023740
1/06/20 13:59;746894884;Google Play Películas;us;2.17.0034;rf15e;1;Need zoom feature and fix low quality;"Used this app on an iPhone X and Xs max and it needs the feature to pinch to zoom. All the movies are in the correct format to watch full screen on these phones but you can cause it won’t let you dull screen it.

Also the quality is horrible. Does this only allow you watch in 720p? It looks terrible on the iPad.";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6021960619;https://appfollow.io/app/4037/review/145439790;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=145439790
1/06/20 10:35;746894884;Google Play Películas;au;2.17.0034;KathrineMack;3;No movies;I’ve been using this app for awhile , I was able to buy movies , but nothing shows up In the app , there’s movies in my library , but that’s about it;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6021300948;https://appfollow.io/app/4037/review/219973442;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219973442
1/06/20 10:29;746894884;Google Play Películas;au;2.17.0034;}{arry;5;Nice;It is pretty good but a bit glitchy;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6021283333;https://appfollow.io/app/4037/review/219973441;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219973441
1/06/20 9:00;746894884;Google Play Películas;fr;2.17.0034;Ghyx01;4;Affichage téléphone;"Une bonne application  pour regarder les films que j’ai  récupérer grâce à mes Blu-ray !
Mais petit bémols l’affichage sur téléphone gros rectangle en plein milieux  pas d affichage plein écran pour profiter au Max de l affichage du tel !";;;;;;;;;;1;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6021029970;https://appfollow.io/app/4037/review/219975490;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219975490
1/06/20 7:56;746894884;Google Play Películas;us;2.17.0034;Kristi1964;1;Movie issue;"I purchased the set of 3 John Wick movies.  Towards the end of the second movie one of the following would occur:  the sound would stop playing with picture only.  The sound would continue but the picture would suddenly flip back to part of the beginning of the movie while
Still playing sound from where I just was. I would log off and reset my phone and go back in and it would pick up where it left off but then would do it again a few minutes later.  I did 5 attempts before I finally got to see the end of the second movie.  Now I’m watching the 3rd movie and it’s been fine all the way through until now the last 15 mins of movie it is doing the same exact thing.  It’s very frustrating and at this point I’ve reset and still haven’t gotten to the end of the movie.  If this was a rental I would really be angry (because I would be wasting my watch time before it could expire) and demand a refund.  I hope I can see the end of this 3rd movie because I’ll want a partial refund if I can’t get it to work.  DEVELOPERS.... you’ve got some technical
Work to fix here! ASAP!!

Update: it seems many people have this same complaint. I’ve also tried watching additional movies since then and the same thing happens, at the end of the movie. So it’s basically ruining the end of each movie you purchase and watch. On you don’t care about this problem because I don’t see you addressing it with anyone, anywhere.  I thought this would be a great place to create a movie library.  I guess you won’t be getting any more of my money. You stink.";;;26/06/20 19:19;Thank you for taking the time to reach out. Could you please let us know if you're still encountering this issue? We've pushed an update, which should address this. If you are still encountering this problem, please get in touch with our specialists here: https://g.co/help/vxlws;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6020854566;https://appfollow.io/app/4037/review/219969313;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219969313
1/06/20;746894884;Google Play Películas;cz;2.17.0034;Druaenei;2;the movie keeps getting stuck;I purchased a movie and cant even watch it once since it keeps getting stuck (the sound goes on but the video starts playing different scene from before) only way to reset it is to close the player and open again, looking again for where you left of.....useless garbage app;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6021323990;https://appfollow.io/app/4037/review/219981806;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219981806
31/05/20 23:26;746894884;Google Play Películas;jp;2.17.0034;_________;1;_______;"______30____________3__________________________
_____________________________________________";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6019514721;https://appfollow.io/app/4037/review/219962637;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219962637
31/05/20 22:24;746894884;Google Play Películas;us;2.17.0034;kieresta;5;Is it free I really want it to be please respond;So is it;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6019354941;https://appfollow.io/app/4037/review/219968238;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219968238
31/05/20 18:17;746894884;Google Play Películas;br;2.17.0034;abrabc123;1;Horrível seria um elogio.;Chamar de péssimo seria um elogio tbm... problemas no pagamento, legenda atrasada, idioma errado, enfim, muitos problemas que estragam a experiência. Aconselho a procurar outro streaming.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6018675229;https://appfollow.io/app/4037/review/219950488;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219950488
31/05/20 17:52;746894884;Google Play Películas;es;2.17.0034;Honestly so mad;1;the worst;The worst app I have used in a long long time. I just spent 2 HOURS trying to watch Bridget Jones 2 HOURS ARE YOU KIDDING?? To start of I couldn’t even rent the movie on the app I had to buy it online literally then what’s the point of the app?? And after an hour of trying to rent it, it took me almost another hour to connect my device to my tv because the movie wouldn’t even show up on the app. I do not recommend this at all, I don’t even want to watch a movie anymore, this app is honestly disrespectful. I am DISGUSTED google.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6018597886;https://appfollow.io/app/4037/review/219950492;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219950492
31/05/20 16:40;746894884;Google Play Películas;us;2.17.0034;GLOWNIGHTSTAR;1;Terrible app;I was a long time Android user who switched to iOS. I have a library of movies that I bought that I can’t watch anymore because this app is terrible!!! Every time I try casting the video will play with no audio!;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6018367804;https://appfollow.io/app/4037/review/219950487;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219950487
31/05/20 13:49;746894884;Google Play Películas;au;2.17.0034;clash412;1;What the hell!;I purchased a movie and as I was watching it, it stopped working it said it had expired I’m really annoyed and would like to get my money back or just to continue the movie.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6017830250;https://appfollow.io/app/4037/review/219939647;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219939647
31/05/20 12:45;746894884;Google Play Películas;au;2.17.0034;melissapat614;1;Zero stars;Only downloaded app to watch one movie, and I couldn’t even finish it. The app constantly shut down on its own, the audio would stop playing randomly, and it would flicker back to scenes in the beginning of the movie whilst they were speaking. Absolutely Terrible app! Really disappointed considering it’s google, thought it would be better quality.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6017625602;https://appfollow.io/app/4037/review/219939646;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219939646
31/05/20 10:06;746894884;Google Play Películas;my;2.17.0034;mhd al rafi;1;play store;play game;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6017180137;https://appfollow.io/app/4037/review/219930263;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219930263
31/05/20 5:05;746894884;Google Play Películas;gb;2.17.0034;Thompson Woofed;1;Big Bug;There seems to be a big bug here. The sound continues but the picture suddenly jumps back to an earlier scene in the film. This happens repeatedly, whether watching the film on this app or through Purchases on the YouTube app. Seriously annoying.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6016329773;https://appfollow.io/app/4037/review/219917759;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219917759
30/05/20 18:25;746894884;Google Play Películas;jp;2.17.0034;____;1;__________;________Google;;;;;;;;;1;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6014599412;https://appfollow.io/app/4037/review/219878175;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219878175
30/05/20 18:23;746894884;Google Play Películas;nl;2.17.0034;bierma1972;1;Film huren werkt niet;Film gehuurd, maar nergens zichtbaar. Niet in app, maar ook niet online op de desktop. Lees ik ook in andere reviews. Hier gaat iets niet goed.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6014595285;https://appfollow.io/app/4037/review/219885654;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219885654
30/05/20 18:21;746894884;Google Play Películas;us;2.17.0034;discipulo12;1;Lately stealing my money;I have rented several movies through google play, last 5 or 6 rentals Including “playing with fire” yesterday have been removed shortly after finishing my rental transaction. It says “ your rental period has expired” and it’s only aggravating, I’d like google play to review my account and refund my money, as of now Google play gets 0 stars, but I can’t post without at least give them 1.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6014590980;https://appfollow.io/app/4037/review/219878189;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219878189
30/05/20 13:05;746894884;Google Play Películas;ph;2.17.0034;ehanopa;1;Worthless;Not able to download or purchase movies even if your account is correctly set up. What’s the use google. We can view trailers but not buy the movies.;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6013546549;https://appfollow.io/app/4037/review/219866070;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219866070
30/05/20 10:15;746894884;Google Play Películas;gb;2.17.0034;@&@&@&@££££;1;Having the same problem as others with film restarting in the middle;"This problem has been going on for a month now and NO FIX.
Do not use this terrible app. Does anyone know an alternative we can use?
I have over 100 titles I CANNOT VIEW!";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6013006632;https://appfollow.io/app/4037/review/219850419;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219850419
30/05/20 4:58;746894884;Google Play Películas;us;2.17.0034;geet86;1;It does NOT autoplay next episode when casting tv shows;"No option to autoplay next episode when casting on tv shows. 

Poorly organized TV show's season, episodes. Difficult to find particular episode.

No “intro skip” option like Netflix has.";;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6012114722;https://appfollow.io/app/4037/review/219838201;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219838201
30/05/20 0:12;746894884;Google Play Películas;br;2.17.0034;rafalimareis;1;Horrível!!! Perda de tempo!!!!;Perdi 40 minutos tentando ver um filme, quando colocava no inglês e legendado em português ele sempre fechava sozinho e voltava pro dublado. Abri e fechei o aplicativo várias vezes e deu como expirado meu período de assistir ao filme, sendo que fiquei com ele alugado por 40 minutos e já expirou! Sacanagem google, façam um aplicativo que preste para seus clientes!!!! R$16,90 mais meu tempo jogados no lixo!;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6011226416;https://appfollow.io/app/4037/review/219825674;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219825674
29/05/20 22:19;746894884;Google Play Películas;br;2.17.0034;filme nao funciona;1;Audio x video;Comprei um filme no Google play e tem delay entre o som e imagem os diálogos estão com o som adiantado o que faço;;;;;;;;;;;https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/746894884/activity/ios/ratingsResponses?reviewId=6010920703;https://appfollow.io/app/4037/review/219821255;https://watch.appfollow.io/apps/untitled-collection/reviews/343918?review_id=219821255
